studyid,authors,year,jurisdiction,outcome,measure,time_status_of_measure,includes_complete_dichotomous,setting,studygroups,studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,ATSI_or_MAORI_%_treat,ATSI_or_MAORI_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,pt_period_days_avg_treat,pt_period_days_avg_cont,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepeted_violent,reported_accepting_violent,reported_accepting_indictable,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_order_name_treat,pt_order_completion_treat_%,pt_order_completion_treat_n,pt_order_name_cont,pt_order_completion_cont_%,pt_order_completion_cont_n,source,source_published,research_design,stage_of_disposition,reported_single_JO,JOs_presiding_over_hearings_collapsed,reported_team_training,reported_JO training,reported_judge_or_team_training,average_minutes_review_hearing,reported_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,reported_frequent_rh,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,type_of_drug_or_alch_treat_treat,reported_drug_or_alcohol_treatment_cont,type_of_drug_or_alch_treat_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_detox_treat,reported_detox_cont,reported_pharmacotherapy_treat,reported_pharmacotherapy_cont,reported_relapse_prevention_treat,reported_relapse_prevention_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_mental_health_treatment_treat,reported_mental_health_treatment_cont,reported_CBT_based_treatment_treat,reported_CBT_based_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_housing_support_treat,reported_housing_support_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_material_aid_treat,reported_material_aid_cont,reported_health_services_treat,reported_health_services_cont,reported_domestic_violence_prog_treat,reported_domestic_violence_prog_cont,reported_edu_or_vocational_services_treat,reported_edu_or_vocational_services_cont,reported_anger_management_treat,reported_anger_management_cont,reported_life_skills_treat,reported_life_skills_cont,reported_family_support_service_or_training_treat,reported_family_support_service_or_training_cont,reported_prison_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,MSMS_reason
4a,Weatherburn et al.,2008,NSW,conviction,time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,85.4,13.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,329,68.1,645,63.2,329,,summary,Yes,Yes,No,No,37.36,241,55.66,359,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4a,Weatherburn et al.,2008,NSW,conviction,time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6,85.4,10.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,329,60.6,241,NA,329,,summary,Yes,Yes,No,No,100,241,0,0,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4a,Weatherburn et al.,2008,NSW,conviction (person),time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,85.4,13.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,329,16.1,645,22.8,329,,summary,Yes,Yes,No,No,37.36,241,55.66,359,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4a,Weatherburn et al.,2008,NSW,conviction (person),time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6,85.4,10.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,329,8.7,241,NA,329,,summary,Yes,Yes,No,No,100,241,0,0,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4a,Weatherburn et al.,2008,NSW,conviction (property),time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,85.4,13.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,329,49.5,645,56.5,329,,summary,Yes,Yes,No,No,37.36,241,55.66,359,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4a,Weatherburn et al.,2008,NSW,conviction (property),time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6,85.4,10.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,329,39.4,241,NA,329,,summary,Yes,Yes,No,No,100,241,0,0,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4a,Weatherburn et al.,2008,NSW,conviction (drug),time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,85.4,13.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,329,16.7,645,77.5,329,,summary,Yes,Yes,No,No,37.36,241,55.66,359,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4a,Weatherburn et al.,2008,NSW,conviction (drug),time to first conviction (regressed),free time,Yes,DC,accepted vs rejected,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6,85.4,10.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,329,14.5,241,NA,329,,summary,Yes,Yes,No,No,100,241,0,0,NA,NA,NA,NA,NA,NA,Journal Article,published,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,3,"No matching procedure described or used, "
4b,Weatherburn et al.,n.d.,NSW,court appearances,court appearances (estimated),free time,No,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,29.9,NA,81.3,86,25.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,Index hearing,NA,NA,During,12,NA,NA,NA,2.36,NA,NA,604,3.05,NA,NA,306,NA,NA,NA,NA,,summary,Yes,Yes,No,No,39.9,241,NA,NA,NA,NA,NA,NA,NA,NA,Journal Article,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
4b,Weatherburn et al.,n.d.,NSW,conviction,offence incidents (regressed),free time,No,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,29.9,NA,81.3,86,25.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,306,NA,NA,NA,NA,,summary,Yes,Yes,No,No,39.9,241,NA,NA,NA,NA,NA,NA,NA,NA,Journal Article,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
4b,Weatherburn et al.,n.d.,NSW,conviction,time to first conviction (regressed),free time,No,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,29.9,NA,81.3,86,25.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,306,NA,NA,NA,NA,,summary,Yes,Yes,No,No,39.9,241,NA,NA,NA,NA,NA,NA,NA,NA,Journal Article,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
4b,Weatherburn et al.,n.d.,NSW,conviction (person),time to first conviction (regressed),free time,No,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,29.9,NA,81.3,86,25.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,306,NA,NA,NA,NA,,summary,Yes,Yes,No,No,39.9,241,NA,NA,NA,NA,NA,NA,NA,NA,Journal Article,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
4b,Weatherburn et al.,n.d.,NSW,conviction (property),time to first conviction (regressed),free time,No,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,29.9,NA,81.3,86,25.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,306,NA,NA,NA,NA,,summary,Yes,Yes,No,No,39.9,241,NA,NA,NA,NA,NA,NA,NA,NA,Journal Article,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
4b,Weatherburn et al.,n.d.,NSW,conviction (drug),time to first conviction (regressed),free time,No,DC,accepted vs rejected,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,29.9,NA,81.3,86,25.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Index hearing,NA,NA,During,12,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,306,NA,NA,NA,NA,,summary,Yes,Yes,No,No,39.9,241,NA,NA,NA,NA,NA,NA,NA,NA,Journal Article,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,Yes,sanctions,Yes,Yes,weekly,initial phases,frequent,No,No,No,Yes,No,required,NA,No,NA,required,No,required,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,3,NA,4,NA,No,No,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
5,Crime Research Centre,2003,WA,rearrest,% rearrested,free time,No,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,219,66.21,219,NA,219,,NA,No,No,No,No,53.42,117,46.57,102,Supervised Treatment Intervention Regime & Drug Court Regime,53.42,117,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,time to first rearrest,free time,No,DC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,116,53,117,NA,NA,,NA,No,No,No,No,100,117,0,0,Supervised Treatment Intervention Regime & Drug Court Regime,100,117,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,time to first rearrest,free time,No,DC,standard,None Reported,Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,102,81.4,102,NA,NA,,NA,No,No,No,No,0,0,100,102,Supervised Treatment Intervention Regime & Drug Court Regime,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,probability of rearrest,free time,No,DC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,116,53,117,NA,NA,,NA,No,No,No,No,100,117,0,0,Supervised Treatment Intervention Regime & Drug Court Regime,100,117,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,probability of rearrest,free time,No,DC,standard,None Reported,Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,102,81.4,102,NA,NA,,NA,No,No,No,No,0,0,100,102,Supervised Treatment Intervention Regime & Drug Court Regime,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,time to first rearrest,free time,No,DC,standard,drug offenders,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,116,53,117,NA,NA,,NA,No,No,No,No,100,117,0,0,Supervised Treatment Intervention Regime & Drug Court Regime,100,117,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,time to first rearrest,free time,No,DC,standard,drug offenders,Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,102,81.4,102,NA,NA,,NA,No,No,No,No,0,0,100,102,Supervised Treatment Intervention Regime & Drug Court Regime,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,probability of rearrest,free time,No,DC,standard,drug offenders,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,116,53,117,NA,NA,,NA,No,No,No,No,100,117,0,0,Supervised Treatment Intervention Regime & Drug Court Regime,100,117,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
5,Crime Research Centre,2003,WA,rearrest,probability of rearrest,free time,No,DC,standard,drug offenders,Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enrolment,NA,NA,During,6,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,102,81.4,102,NA,NA,,NA,No,No,No,No,0,0,100,102,Supervised Treatment Intervention Regime & Drug Court Regime,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,Yes,single,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,required,residential & non_residential,No,NA,Yes,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,NA,domestic violence,NA,2,NA,5,NA,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
6,Department of Attorney General (WA),2006,WA,rearrest,% new offence,elapsed time,Yes,DC,combined groups,partially matched,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.71,91.21,NA,28.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Treatment Exit,NA,NA,Post,NA,NA,24,24,NA,NA,NA,NA,NA,NA,NA,NA,53.61,194,67.86,364,,NA,NA,No,No,NA,100,194,0,0,Supervised Treatment Intervention Regime & Drug Court Regime,100,194,imprisonment & community based order,100,364,Evaluation,unpublished,Quasi-experimental,NA,Yes,single,No,No,No,NA,No,No,No,No,No,No,NA,NA,NA,No,No,Yes,No,No,required,residential & non_residential,No,NA,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,1,1,2,1,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
6,Department of Attorney General (WA),2006,WA,rearrest,% new offence,elapsed time,Yes,DC,standard,prisoners,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.71,98,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Treatment Exit,NA,NA,Post,NA,NA,24,24,NA,NA,NA,NA,NA,NA,NA,NA,53.61,194,70.56,214,,NA,NA,No,No,NA,100,194,0,0,Supervised Treatment Intervention Regime & Drug Court Regime,100,194,imprisonment,100,214,Evaluation,unpublished,Quasi-experimental,NA,Yes,single,No,No,No,NA,No,No,No,No,No,No,NA,NA,NA,No,No,Yes,No,No,required,residential & non_residential,No,NA,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,NA,Prison,1,1,2,1,Yes,Yes,3,"Study reports employing a matching procedure, but the procedure is not named or described"
